Model_training_v1.py

2025-06-16 18:00:03,551 - INFO - 正在使用设备: cpu
2025-06-16 18:00:03,561 - INFO - 训练集大小: 3097 张图像, 验证集大小: 662 张图像
2025-06-16 18:00:03,696 - INFO - 初始化 ResNet18 模型，类别数: 4, 预训练: False
2025-06-16 18:01:37,263 - INFO - --- Epoch 1/25 训练完成, 平均损失: 1.3112 ---
2025-06-16 18:01:44,442 - INFO - 验证结果: 平均损失: 2.5861, 准确率: 210/662 (31.72%)
2025-06-16 18:03:20,959 - INFO - --- Epoch 2/25 训练完成, 平均损失: 0.9877 ---
2025-06-16 18:03:28,292 - INFO - 验证结果: 平均损失: 0.9970, 准确率: 395/662 (59.67%)
2025-06-16 18:05:04,445 - INFO - --- Epoch 3/25 训练完成, 平均损失: 0.9069 ---
2025-06-16 18:05:11,932 - INFO - 验证结果: 平均损失: 1.4156, 准确率: 338/662 (51.06%)
2025-06-16 18:06:48,309 - INFO - --- Epoch 4/25 训练完成, 平均损失: 0.7979 ---
2025-06-16 18:06:55,810 - INFO - 验证结果: 平均损失: 2.2080, 准确率: 320/662 (48.34%)
2025-06-16 18:08:31,917 - INFO - --- Epoch 5/25 训练完成, 平均损失: 0.6278 ---
2025-06-16 18:08:39,124 - INFO - 验证结果: 平均损失: 1.2287, 准确率: 376/662 (56.80%)
2025-06-16 18:10:16,504 - INFO - --- Epoch 6/25 训练完成, 平均损失: 0.4546 ---
2025-06-16 18:10:23,862 - INFO - 验证结果: 平均损失: 1.4243, 准确率: 396/662 (59.82%)
2025-06-16 18:11:59,960 - INFO - --- Epoch 7/25 训练完成, 平均损失: 0.3191 ---
2025-06-16 18:12:07,161 - INFO - 验证结果: 平均损失: 1.2535, 准确率: 398/662 (60.12%)
2025-06-16 18:13:43,554 - INFO - --- Epoch 8/25 训练完成, 平均损失: 0.2386 ---
2025-06-16 18:13:51,062 - INFO - 验证结果: 平均损失: 1.5844, 准确率: 416/662 (62.84%)
2025-06-16 18:15:28,643 - INFO - --- Epoch 9/25 训练完成, 平均损失: 0.1634 ---
2025-06-16 18:15:36,283 - INFO - 验证结果: 平均损失: 2.2143, 准确率: 376/662 (56.80%)
2025-06-16 18:17:17,774 - INFO - --- Epoch 10/25 训练完成, 平均损失: 0.2188 ---
2025-06-16 18:17:25,695 - INFO - 验证结果: 平均损失: 1.8986, 准确率: 397/662 (59.97%)
2025-06-16 18:19:06,833 - INFO - --- Epoch 11/25 训练完成, 平均损失: 0.1756 ---
2025-06-16 18:19:14,755 - INFO - 验证结果: 平均损失: 2.0316, 准确率: 396/662 (59.82%)
2025-06-16 18:20:56,658 - INFO - --- Epoch 12/25 训练完成, 平均损失: 0.1573 ---
2025-06-16 18:21:04,526 - INFO - 验证结果: 平均损失: 2.0514, 准确率: 400/662 (60.42%)
2025-06-16 18:22:46,839 - INFO - --- Epoch 13/25 训练完成, 平均损失: 0.1878 ---
2025-06-16 18:22:54,762 - INFO - 验证结果: 平均损失: 1.8582, 准确率: 398/662 (60.12%)
2025-06-16 18:24:36,702 - INFO - --- Epoch 14/25 训练完成, 平均损失: 0.1442 ---
2025-06-16 18:24:44,539 - INFO - 验证结果: 平均损失: 1.8021, 准确率: 405/662 (61.18%)
2025-06-16 18:26:23,760 - INFO - --- Epoch 15/25 训练完成, 平均损失: 0.1059 ---
2025-06-16 18:26:31,078 - INFO - 验证结果: 平均损失: 1.6428, 准确率: 430/662 (64.95%)
2025-06-16 18:28:08,261 - INFO - --- Epoch 16/25 训练完成, 平均损失: 0.0734 ---
2025-06-16 18:28:15,866 - INFO - 验证结果: 平均损失: 1.6500, 准确率: 443/662 (66.92%)
2025-06-16 18:29:57,421 - INFO - --- Epoch 17/25 训练完成, 平均损失: 0.0537 ---
2025-06-16 18:30:05,346 - INFO - 验证结果: 平均损失: 1.6868, 准确率: 430/662 (64.95%)
2025-06-16 18:31:46,769 - INFO - --- Epoch 18/25 训练完成, 平均损失: 0.0555 ---
2025-06-16 18:31:54,514 - INFO - 验证结果: 平均损失: 1.7346, 准确率: 435/662 (65.71%)
2025-06-16 18:33:34,440 - INFO - --- Epoch 19/25 训练完成, 平均损失: 0.0692 ---
2025-06-16 18:33:41,600 - INFO - 验证结果: 平均损失: 1.8325, 准确率: 428/662 (64.65%)
2025-06-16 18:35:16,657 - INFO - --- Epoch 20/25 训练完成, 平均损失: 0.0607 ---
2025-06-16 18:35:24,077 - INFO - 验证结果: 平均损失: 1.8930, 准确率: 437/662 (66.01%)
2025-06-16 18:36:59,303 - INFO - --- Epoch 21/25 训练完成, 平均损失: 0.0486 ---
2025-06-16 18:37:06,597 - INFO - 验证结果: 平均损失: 1.6773, 准确率: 435/662 (65.71%)
2025-06-16 18:38:42,429 - INFO - --- Epoch 22/25 训练完成, 平均损失: 0.0386 ---
2025-06-16 18:38:49,901 - INFO - 验证结果: 平均损失: 1.9059, 准确率: 438/662 (66.16%)
2025-06-16 18:40:26,584 - INFO - --- Epoch 23/25 训练完成, 平均损失: 0.0408 ---
2025-06-16 18:40:33,864 - INFO - 验证结果: 平均损失: 1.7522, 准确率: 432/662 (65.26%)
2025-06-16 18:42:09,172 - INFO - --- Epoch 24/25 训练完成, 平均损失: 0.0331 ---
2025-06-16 18:42:16,522 - INFO - 验证结果: 平均损失: 1.7701, 准确率: 424/662 (64.05%)
2025-06-16 18:43:52,231 - INFO - --- Epoch 25/25 训练完成, 平均损失: 0.0302 ---
2025-06-16 18:43:59,324 - INFO - 验证结果: 平均损失: 1.8038, 准确率: 445/662 (67.22%)
2025-06-16 18:43:59,369 - INFO - 模型参数已保存至: ./resnet18_0.01_source.pth
2025-06-16 18:43:59,369 - INFO - 共发现 639 张预测错误的图像，正在移动...
2025-06-16 18:43:59,402 - INFO - 已移动图像: 'data/val/Earthquake/848.jpg' 到 'trash/Earthquake/848.jpg'
2025-06-16 18:43:59,402 - INFO - 已移动图像: 'data/val/Cyclone/876.jpg' 到 'trash/Cyclone/876.jpg'
2025-06-16 18:43:59,402 - INFO - 已移动图像: 'data/val/Flood/485.jpg' 到 'trash/Flood/485.jpg'
2025-06-16 18:43:59,403 - INFO - 已移动图像: 'data/val/Earthquake/566.jpg' 到 'trash/Earthquake/566.jpg'
2025-06-16 18:43:59,403 - INFO - 已移动图像: 'data/val/Wildfire/594.jpg' 到 'trash/Wildfire/594.jpg'
2025-06-16 18:43:59,403 - INFO - 已移动图像: 'data/val/Flood/714.jpg' 到 'trash/Flood/714.jpg'
2025-06-16 18:43:59,403 - INFO - 已移动图像: 'data/val/Earthquake/836.jpg' 到 'trash/Earthquake/836.jpg'
2025-06-16 18:43:59,403 - INFO - 已移动图像: 'data/val/Wildfire/1065.jpg' 到 'trash/Wildfire/1065.jpg'
2025-06-16 18:43:59,403 - INFO - 已移动图像: 'data/val/Flood/899.jpg' 到 'trash/Flood/899.jpg'
2025-06-16 18:43:59,403 - INFO - 已移动图像: 'data/val/Earthquake/256.jpg' 到 'trash/Earthquake/256.jpg'
2025-06-16 18:43:59,403 - INFO - 已移动图像: 'data/val/Flood/570.jpg' 到 'trash/Flood/570.jpg'
2025-06-16 18:43:59,403 - INFO - 已移动图像: 'data/val/Cyclone/711.jpg' 到 'trash/Cyclone/711.jpg'
2025-06-16 18:43:59,403 - INFO - 已移动图像: 'data/val/Wildfire/686.jpg' 到 'trash/Wildfire/686.jpg'
2025-06-16 18:43:59,403 - INFO - 已移动图像: 'data/val/Wildfire/568.jpg' 到 'trash/Wildfire/568.jpg'
2025-06-16 18:43:59,403 - INFO - 已移动图像: 'data/val/Earthquake/417.jpg' 到 'trash/Earthquake/417.jpg'
2025-06-16 18:43:59,403 - INFO - 已移动图像: 'data/val/Cyclone/584.jpg' 到 'trash/Cyclone/584.jpg'
2025-06-16 18:43:59,404 - INFO - 已移动图像: 'data/val/Earthquake/483.jpg' 到 'trash/Earthquake/483.jpg'
2025-06-16 18:43:59,404 - INFO - 已移动图像: 'data/val/Flood/668.jpg' 到 'trash/Flood/668.jpg'
2025-06-16 18:43:59,404 - INFO - 已移动图像: 'data/val/Earthquake/837.jpg' 到 'trash/Earthquake/837.jpg'
2025-06-16 18:43:59,404 - INFO - 已移动图像: 'data/val/Earthquake/1171.jpg' 到 'trash/Earthquake/1171.jpg'
2025-06-16 18:43:59,404 - INFO - 已移动图像: 'data/val/Wildfire/468.jpg' 到 'trash/Wildfire/468.jpg'
2025-06-16 18:43:59,404 - INFO - 已移动图像: 'data/val/Cyclone/343.jpg' 到 'trash/Cyclone/343.jpg'
2025-06-16 18:43:59,404 - INFO - 已移动图像: 'data/val/Wildfire/486.jpg' 到 'trash/Wildfire/486.jpg'
2025-06-16 18:43:59,404 - INFO - 已移动图像: 'data/val/Cyclone/514.jpg' 到 'trash/Cyclone/514.jpg'
2025-06-16 18:43:59,404 - INFO - 已移动图像: 'data/val/Earthquake/891.jpg' 到 'trash/Earthquake/891.jpg'
2025-06-16 18:43:59,404 - INFO - 已移动图像: 'data/val/Wildfire/612.jpg' 到 'trash/Wildfire/612.jpg'
2025-06-16 18:43:59,404 - INFO - 已移动图像: 'data/val/Wildfire/782.jpg' 到 'trash/Wildfire/782.jpg'
2025-06-16 18:43:59,404 - INFO - 已移动图像: 'data/val/Earthquake/659.jpg' 到 'trash/Earthquake/659.jpg'
2025-06-16 18:43:59,404 - INFO - 已移动图像: 'data/val/Wildfire/80.jpg' 到 'trash/Wildfire/80.jpg'
2025-06-16 18:43:59,404 - INFO - 已移动图像: 'data/val/Flood/267.jpg' 到 'trash/Flood/267.jpg'
2025-06-16 18:43:59,405 - INFO - 已移动图像: 'data/val/Wildfire/435.jpg' 到 'trash/Wildfire/435.jpg'
2025-06-16 18:43:59,405 - INFO - 已移动图像: 'data/val/Cyclone/177.jpg' 到 'trash/Cyclone/177.jpg'
2025-06-16 18:43:59,405 - INFO - 已移动图像: 'data/val/Flood/881.jpg' 到 'trash/Flood/881.jpg'
2025-06-16 18:43:59,405 - INFO - 已移动图像: 'data/val/Flood/271.jpg' 到 'trash/Flood/271.jpg'
2025-06-16 18:43:59,405 - INFO - 已移动图像: 'data/val/Earthquake/65.jpg' 到 'trash/Earthquake/65.jpg'
2025-06-16 18:43:59,405 - INFO - 已移动图像: 'data/val/Flood/1003.jpg' 到 'trash/Flood/1003.jpg'
2025-06-16 18:43:59,405 - INFO - 已移动图像: 'data/val/Earthquake/176.jpg' 到 'trash/Earthquake/176.jpg'
2025-06-16 18:43:59,405 - INFO - 已移动图像: 'data/val/Cyclone/361.jpg' 到 'trash/Cyclone/361.jpg'
2025-06-16 18:43:59,405 - INFO - 已移动图像: 'data/val/Earthquake/893.jpg' 到 'trash/Earthquake/893.jpg'
2025-06-16 18:43:59,405 - INFO - 已移动图像: 'data/val/Flood/956.jpg' 到 'trash/Flood/956.jpg'
2025-06-16 18:43:59,405 - INFO - 已移动图像: 'data/val/Earthquake/796.jpg' 到 'trash/Earthquake/796.jpg'
2025-06-16 18:43:59,405 - INFO - 已移动图像: 'data/val/Earthquake/1058.jpg' 到 'trash/Earthquake/1058.jpg'
2025-06-16 18:43:59,406 - INFO - 已移动图像: 'data/val/Earthquake/1076.jpg' 到 'trash/Earthquake/1076.jpg'
2025-06-16 18:43:59,406 - INFO - 已移动图像: 'data/val/Earthquake/817.jpg' 到 'trash/Earthquake/817.jpg'
2025-06-16 18:43:59,406 - INFO - 已移动图像: 'data/val/Cyclone/557.jpg' 到 'trash/Cyclone/557.jpg'
2025-06-16 18:43:59,406 - INFO - 已移动图像: 'data/val/Earthquake/408.jpg' 到 'trash/Earthquake/408.jpg'
2025-06-16 18:43:59,406 - INFO - 已移动图像: 'data/val/Wildfire/861.jpg' 到 'trash/Wildfire/861.jpg'
2025-06-16 18:43:59,406 - INFO - 已移动图像: 'data/val/Earthquake/803.jpg' 到 'trash/Earthquake/803.jpg'
2025-06-16 18:43:59,406 - INFO - 已移动图像: 'data/val/Earthquake/1024.jpg' 到 'trash/Earthquake/1024.jpg'
2025-06-16 18:43:59,406 - INFO - 已移动图像: 'data/val/Flood/187.jpg' 到 'trash/Flood/187.jpg'
2025-06-16 18:43:59,406 - INFO - 已移动图像: 'data/val/Wildfire/599.jpg' 到 'trash/Wildfire/599.jpg'
2025-06-16 18:43:59,406 - INFO - 已移动图像: 'data/val/Wildfire/426.jpg' 到 'trash/Wildfire/426.jpg'
2025-06-16 18:43:59,406 - INFO - 已移动图像: 'data/val/Wildfire/590.jpg' 到 'trash/Wildfire/590.jpg'
2025-06-16 18:43:59,406 - INFO - 已移动图像: 'data/val/Wildfire/587.jpg' 到 'trash/Wildfire/587.jpg'
2025-06-16 18:43:59,406 - INFO - 已移动图像: 'data/val/Earthquake/532.jpg' 到 'trash/Earthquake/532.jpg'
2025-06-16 18:43:59,407 - INFO - 已移动图像: 'data/val/Earthquake/391.jpg' 到 'trash/Earthquake/391.jpg'
2025-06-16 18:43:59,407 - INFO - 已移动图像: 'data/val/Cyclone/502.jpg' 到 'trash/Cyclone/502.jpg'
2025-06-16 18:43:59,407 - INFO - 已移动图像: 'data/val/Flood/344.jpg' 到 'trash/Flood/344.jpg'
2025-06-16 18:43:59,407 - INFO - 已移动图像: 'data/val/Earthquake/744.jpg' 到 'trash/Earthquake/744.jpg'
2025-06-16 18:43:59,407 - INFO - 已移动图像: 'data/val/Flood/1065.jpg' 到 'trash/Flood/1065.jpg'
2025-06-16 18:43:59,407 - INFO - 已移动图像: 'data/val/Wildfire/616.jpg' 到 'trash/Wildfire/616.jpg'
2025-06-16 18:43:59,407 - INFO - 已移动图像: 'data/val/Wildfire/750.jpg' 到 'trash/Wildfire/750.jpg'
2025-06-16 18:43:59,407 - INFO - 已移动图像: 'data/val/Earthquake/712.jpg' 到 'trash/Earthquake/712.jpg'
2025-06-16 18:43:59,407 - INFO - 已移动图像: 'data/val/Earthquake/936.jpg' 到 'trash/Earthquake/936.jpg'
2025-06-16 18:43:59,407 - INFO - 已移动图像: 'data/val/Cyclone/627.jpg' 到 'trash/Cyclone/627.jpg'
2025-06-16 18:43:59,407 - INFO - 已移动图像: 'data/val/Earthquake/1159.jpg' 到 'trash/Earthquake/1159.jpg'
2025-06-16 18:43:59,407 - INFO - 已移动图像: 'data/val/Cyclone/345.jpg' 到 'trash/Cyclone/345.jpg'
2025-06-16 18:43:59,408 - INFO - 已移动图像: 'data/val/Wildfire/549.jpg' 到 'trash/Wildfire/549.jpg'
2025-06-16 18:43:59,408 - INFO - 已移动图像: 'data/val/Cyclone/466.jpg' 到 'trash/Cyclone/466.jpg'
2025-06-16 18:43:59,408 - INFO - 已移动图像: 'data/val/Flood/159.jpg' 到 'trash/Flood/159.jpg'
2025-06-16 18:43:59,408 - INFO - 已移动图像: 'data/val/Flood/567.jpg' 到 'trash/Flood/567.jpg'
2025-06-16 18:43:59,408 - INFO - 已移动图像: 'data/val/Wildfire/639.jpg' 到 'trash/Wildfire/639.jpg'
2025-06-16 18:43:59,408 - INFO - 已移动图像: 'data/val/Earthquake/466.jpg' 到 'trash/Earthquake/466.jpg'
2025-06-16 18:43:59,408 - INFO - 已移动图像: 'data/val/Wildfire/353.jpg' 到 'trash/Wildfire/353.jpg'
2025-06-16 18:43:59,408 - INFO - 已移动图像: 'data/val/Cyclone/804.jpg' 到 'trash/Cyclone/804.jpg'
2025-06-16 18:43:59,408 - INFO - 已移动图像: 'data/val/Earthquake/380.jpg' 到 'trash/Earthquake/380.jpg'
2025-06-16 18:43:59,408 - INFO - 已移动图像: 'data/val/Flood/202.jpg' 到 'trash/Flood/202.jpg'
2025-06-16 18:43:59,408 - INFO - 已移动图像: 'data/val/Flood/506.jpg' 到 'trash/Flood/506.jpg'
2025-06-16 18:43:59,409 - INFO - 已移动图像: 'data/val/Wildfire/1002.jpg' 到 'trash/Wildfire/1002.jpg'
2025-06-16 18:43:59,409 - INFO - 已移动图像: 'data/val/Earthquake/864.jpg' 到 'trash/Earthquake/864.jpg'
2025-06-16 18:43:59,409 - INFO - 已移动图像: 'data/val/Earthquake/316.jpg' 到 'trash/Earthquake/316.jpg'
2025-06-16 18:43:59,409 - INFO - 已移动图像: 'data/val/Cyclone/167.jpg' 到 'trash/Cyclone/167.jpg'
2025-06-16 18:43:59,409 - INFO - 已移动图像: 'data/val/Earthquake/377.jpg' 到 'trash/Earthquake/377.jpg'
2025-06-16 18:43:59,409 - INFO - 已移动图像: 'data/val/Cyclone/426.jpg' 到 'trash/Cyclone/426.jpg'
2025-06-16 18:43:59,409 - INFO - 已移动图像: 'data/val/Cyclone/756.jpg' 到 'trash/Cyclone/756.jpg'
2025-06-16 18:43:59,409 - INFO - 已移动图像: 'data/val/Wildfire/1062.jpg' 到 'trash/Wildfire/1062.jpg'
2025-06-16 18:43:59,409 - INFO - 已移动图像: 'data/val/Wildfire/780.jpg' 到 'trash/Wildfire/780.jpg'
2025-06-16 18:43:59,409 - INFO - 已移动图像: 'data/val/Earthquake/1031.jpg' 到 'trash/Earthquake/1031.jpg'
2025-06-16 18:43:59,410 - INFO - 已移动图像: 'data/val/Earthquake/969.jpg' 到 'trash/Earthquake/969.jpg'
2025-06-16 18:43:59,410 - INFO - 已移动图像: 'data/val/Earthquake/1191.jpg' 到 'trash/Earthquake/1191.jpg'
2025-06-16 18:43:59,410 - INFO - 已移动图像: 'data/val/Wildfire/337.jpg' 到 'trash/Wildfire/337.jpg'
2025-06-16 18:43:59,410 - INFO - 已移动图像: 'data/val/Cyclone/342.jpg' 到 'trash/Cyclone/342.jpg'
2025-06-16 18:43:59,410 - INFO - 已移动图像: 'data/val/Earthquake/1258.jpg' 到 'trash/Earthquake/1258.jpg'
2025-06-16 18:43:59,410 - INFO - 已移动图像: 'data/val/Wildfire/627.jpg' 到 'trash/Wildfire/627.jpg'
2025-06-16 18:43:59,410 - INFO - 已移动图像: 'data/val/Earthquake/1270.jpg' 到 'trash/Earthquake/1270.jpg'
2025-06-16 18:43:59,410 - INFO - 已移动图像: 'data/val/Cyclone/262.jpg' 到 'trash/Cyclone/262.jpg'
2025-06-16 18:43:59,410 - INFO - 已移动图像: 'data/val/Wildfire/1064.jpg' 到 'trash/Wildfire/1064.jpg'
2025-06-16 18:43:59,410 - INFO - 已移动图像: 'data/val/Wildfire/411.jpg' 到 'trash/Wildfire/411.jpg'
2025-06-16 18:43:59,410 - INFO - 已移动图像: 'data/val/Wildfire/107.jpg' 到 'trash/Wildfire/107.jpg'
2025-06-16 18:43:59,410 - INFO - 已移动图像: 'data/val/Wildfire/108.jpg' 到 'trash/Wildfire/108.jpg'
2025-06-16 18:43:59,411 - INFO - 已移动图像: 'data/val/Wildfire/902.jpg' 到 'trash/Wildfire/902.jpg'
2025-06-16 18:43:59,411 - INFO - 已移动图像: 'data/val/Flood/304.jpg' 到 'trash/Flood/304.jpg'
2025-06-16 18:43:59,411 - INFO - 已移动图像: 'data/val/Earthquake/233.jpg' 到 'trash/Earthquake/233.jpg'
2025-06-16 18:43:59,411 - INFO - 已移动图像: 'data/val/Flood/1032.jpg' 到 'trash/Flood/1032.jpg'
2025-06-16 18:43:59,411 - INFO - 已移动图像: 'data/val/Earthquake/1142.jpg' 到 'trash/Earthquake/1142.jpg'
2025-06-16 18:43:59,411 - INFO - 已移动图像: 'data/val/Cyclone/562.jpg' 到 'trash/Cyclone/562.jpg'
2025-06-16 18:43:59,411 - INFO - 已移动图像: 'data/val/Earthquake/1014.jpg' 到 'trash/Earthquake/1014.jpg'
2025-06-16 18:43:59,411 - INFO - 已移动图像: 'data/val/Cyclone/858.jpg' 到 'trash/Cyclone/858.jpg'
2025-06-16 18:43:59,411 - INFO - 已移动图像: 'data/val/Earthquake/1317.jpg' 到 'trash/Earthquake/1317.jpg'
2025-06-16 18:43:59,411 - INFO - 已移动图像: 'data/val/Earthquake/726.jpg' 到 'trash/Earthquake/726.jpg'
2025-06-16 18:43:59,411 - INFO - 已移动图像: 'data/val/Earthquake/134.jpg' 到 'trash/Earthquake/134.jpg'
2025-06-16 18:43:59,411 - INFO - 已移动图像: 'data/val/Earthquake/523.jpg' 到 'trash/Earthquake/523.jpg'
2025-06-16 18:43:59,411 - INFO - 已移动图像: 'data/val/Cyclone/854.jpg' 到 'trash/Cyclone/854.jpg'
2025-06-16 18:43:59,412 - INFO - 已移动图像: 'data/val/Wildfire/877.jpg' 到 'trash/Wildfire/877.jpg'
2025-06-16 18:43:59,412 - INFO - 已移动图像: 'data/val/Wildfire/966.jpg' 到 'trash/Wildfire/966.jpg'
2025-06-16 18:43:59,412 - INFO - 已移动图像: 'data/val/Earthquake/1048.jpg' 到 'trash/Earthquake/1048.jpg'
2025-06-16 18:43:59,412 - INFO - 已移动图像: 'data/val/Flood/65.jpg' 到 'trash/Flood/65.jpg'
2025-06-16 18:43:59,412 - INFO - 已移动图像: 'data/val/Wildfire/255.jpg' 到 'trash/Wildfire/255.jpg'
2025-06-16 18:43:59,412 - INFO - 已移动图像: 'data/val/Earthquake/592.jpg' 到 'trash/Earthquake/592.jpg'
2025-06-16 18:43:59,412 - INFO - 已移动图像: 'data/val/Flood/583.jpg' 到 'trash/Flood/583.jpg'
2025-06-16 18:43:59,412 - INFO - 已移动图像: 'data/val/Cyclone/367.jpg' 到 'trash/Cyclone/367.jpg'
2025-06-16 18:43:59,412 - INFO - 已移动图像: 'data/val/Cyclone/819.jpg' 到 'trash/Cyclone/819.jpg'
2025-06-16 18:43:59,412 - INFO - 已移动图像: 'data/val/Wildfire/667.jpg' 到 'trash/Wildfire/667.jpg'
2025-06-16 18:43:59,412 - INFO - 已移动图像: 'data/val/Flood/1004.jpg' 到 'trash/Flood/1004.jpg'
2025-06-16 18:43:59,412 - INFO - 已移动图像: 'data/val/Earthquake/3.jpg' 到 'trash/Earthquake/3.jpg'
2025-06-16 18:43:59,412 - INFO - 已移动图像: 'data/val/Cyclone/765.jpg' 到 'trash/Cyclone/765.jpg'
2025-06-16 18:43:59,413 - INFO - 已移动图像: 'data/val/Cyclone/639.jpg' 到 'trash/Cyclone/639.jpg'
2025-06-16 18:43:59,413 - INFO - 已移动图像: 'data/val/Cyclone/196.jpg' 到 'trash/Cyclone/196.jpg'
2025-06-16 18:43:59,413 - INFO - 已移动图像: 'data/val/Cyclone/438.jpg' 到 'trash/Cyclone/438.jpg'
2025-06-16 18:43:59,413 - INFO - 已移动图像: 'data/val/Wildfire/850.jpg' 到 'trash/Wildfire/850.jpg'
2025-06-16 18:43:59,413 - INFO - 已移动图像: 'data/val/Cyclone/799.jpg' 到 'trash/Cyclone/799.jpg'
2025-06-16 18:43:59,413 - INFO - 已移动图像: 'data/val/Flood/811.jpg' 到 'trash/Flood/811.jpg'
2025-06-16 18:43:59,413 - INFO - 已移动图像: 'data/val/Earthquake/1263.jpg' 到 'trash/Earthquake/1263.jpg'
2025-06-16 18:43:59,413 - INFO - 已移动图像: 'data/val/Wildfire/816.jpg' 到 'trash/Wildfire/816.jpg'
2025-06-16 18:43:59,413 - INFO - 已移动图像: 'data/val/Earthquake/914.jpg' 到 'trash/Earthquake/914.jpg'
2025-06-16 18:43:59,413 - INFO - 已移动图像: 'data/val/Earthquake/1238.jpg' 到 'trash/Earthquake/1238.jpg'
2025-06-16 18:43:59,413 - INFO - 已移动图像: 'data/val/Cyclone/677.jpg' 到 'trash/Cyclone/677.jpg'
2025-06-16 18:43:59,413 - INFO - 已移动图像: 'data/val/Cyclone/704.jpg' 到 'trash/Cyclone/704.jpg'
2025-06-16 18:43:59,413 - INFO - 已移动图像: 'data/val/Flood/824.jpg' 到 'trash/Flood/824.jpg'
2025-06-16 18:43:59,414 - INFO - 已移动图像: 'data/val/Flood/774.jpg' 到 'trash/Flood/774.jpg'
2025-06-16 18:43:59,414 - INFO - 已移动图像: 'data/val/Wildfire/659.jpg' 到 'trash/Wildfire/659.jpg'
2025-06-16 18:43:59,414 - INFO - 已移动图像: 'data/val/Wildfire/128.jpg' 到 'trash/Wildfire/128.jpg'
2025-06-16 18:43:59,414 - INFO - 已移动图像: 'data/val/Flood/420.jpg' 到 'trash/Flood/420.jpg'
2025-06-16 18:43:59,414 - INFO - 已移动图像: 'data/val/Earthquake/562.jpg' 到 'trash/Earthquake/562.jpg'
2025-06-16 18:43:59,414 - INFO - 已移动图像: 'data/val/Earthquake/777.jpg' 到 'trash/Earthquake/777.jpg'
2025-06-16 18:43:59,414 - INFO - 已移动图像: 'data/val/Cyclone/22.jpg' 到 'trash/Cyclone/22.jpg'
2025-06-16 18:43:59,414 - INFO - 已移动图像: 'data/val/Flood/974.jpg' 到 'trash/Flood/974.jpg'
2025-06-16 18:43:59,414 - INFO - 已移动图像: 'data/val/Earthquake/708.jpg' 到 'trash/Earthquake/708.jpg'
2025-06-16 18:43:59,414 - INFO - 已移动图像: 'data/val/Cyclone/363.jpg' 到 'trash/Cyclone/363.jpg'
2025-06-16 18:43:59,414 - INFO - 已移动图像: 'data/val/Flood/1041.jpg' 到 'trash/Flood/1041.jpg'
2025-06-16 18:43:59,415 - INFO - 已移动图像: 'data/val/Earthquake/419.jpg' 到 'trash/Earthquake/419.jpg'
2025-06-16 18:43:59,415 - INFO - 已移动图像: 'data/val/Earthquake/998.jpg' 到 'trash/Earthquake/998.jpg'
2025-06-16 18:43:59,415 - INFO - 已移动图像: 'data/val/Cyclone/849.jpg' 到 'trash/Cyclone/849.jpg'
2025-06-16 18:43:59,415 - INFO - 已移动图像: 'data/val/Flood/635.jpg' 到 'trash/Flood/635.jpg'
2025-06-16 18:43:59,415 - INFO - 已移动图像: 'data/val/Earthquake/784.jpg' 到 'trash/Earthquake/784.jpg'
2025-06-16 18:43:59,415 - INFO - 已移动图像: 'data/val/Flood/93.jpg' 到 'trash/Flood/93.jpg'
2025-06-16 18:43:59,415 - INFO - 已移动图像: 'data/val/Cyclone/855.jpg' 到 'trash/Cyclone/855.jpg'
2025-06-16 18:43:59,415 - INFO - 已移动图像: 'data/val/Flood/493.jpg' 到 'trash/Flood/493.jpg'
2025-06-16 18:43:59,415 - INFO - 已移动图像: 'data/val/Flood/776.jpg' 到 'trash/Flood/776.jpg'
2025-06-16 18:43:59,415 - INFO - 已移动图像: 'data/val/Earthquake/374.jpg' 到 'trash/Earthquake/374.jpg'
2025-06-16 18:43:59,416 - INFO - 已移动图像: 'data/val/Earthquake/149.jpg' 到 'trash/Earthquake/149.jpg'
2025-06-16 18:43:59,416 - INFO - 已移动图像: 'data/val/Earthquake/371.jpg' 到 'trash/Earthquake/371.jpg'
2025-06-16 18:43:59,416 - INFO - 已移动图像: 'data/val/Cyclone/619.jpg' 到 'trash/Cyclone/619.jpg'
2025-06-16 18:43:59,416 - INFO - 已移动图像: 'data/val/Wildfire/980.jpg' 到 'trash/Wildfire/980.jpg'
2025-06-16 18:43:59,416 - INFO - 已移动图像: 'data/val/Earthquake/214.jpg' 到 'trash/Earthquake/214.jpg'
2025-06-16 18:43:59,416 - INFO - 已移动图像: 'data/val/Cyclone/189.jpg' 到 'trash/Cyclone/189.jpg'
2025-06-16 18:43:59,416 - INFO - 已移动图像: 'data/val/Earthquake/1145.jpg' 到 'trash/Earthquake/1145.jpg'
2025-06-16 18:43:59,416 - INFO - 已移动图像: 'data/val/Earthquake/268.jpg' 到 'trash/Earthquake/268.jpg'
2025-06-16 18:43:59,416 - INFO - 已移动图像: 'data/val/Wildfire/789.jpg' 到 'trash/Wildfire/789.jpg'
2025-06-16 18:43:59,416 - INFO - 已移动图像: 'data/val/Flood/736.jpg' 到 'trash/Flood/736.jpg'
2025-06-16 18:43:59,416 - INFO - 已移动图像: 'data/val/Earthquake/517.jpg' 到 'trash/Earthquake/517.jpg'
2025-06-16 18:43:59,416 - INFO - 已移动图像: 'data/val/Wildfire/106.jpg' 到 'trash/Wildfire/106.jpg'
