图像路径,真实标签(推断),预测值,置信度
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\222.jpg,Cyclone,Cyclone,0.81070476770401
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\223.jpg,Cyclone,Cyclone,0.9178382158279419
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\224.jpg,Cyclone,Cyclone,0.5785155296325684
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\225.jpg,Cyclone,Cyclone,0.8714399933815002
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\226.jpg,Cyclone,Wildfire,0.9145420789718628
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\227.jpg,Cyclone,Cyclone,0.8298521637916565
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\228.jpg,Cyclone,Wildfire,0.8465098738670349
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\229.jpg,Cyclone,Cyclone,0.5614212155342102
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\23.jpg,Cyclone,Wildfire,0.5645343661308289
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\230.jpg,Cyclone,Cyclone,0.9559904932975769
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\231.jpg,Cyclone,Wildfire,0.7289705872535706
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\232.jpg,Cyclone,Cyclone,0.7821162343025208
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\233.jpg,Cyclone,Cyclone,0.7116320133209229
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\234.jpg,Cyclone,Wildfire,0.4922271966934204
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\235.jpg,Cyclone,Cyclone,0.75129634141922
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\236.jpg,Cyclone,Wildfire,0.5276226997375488
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\237.jpg,Cyclone,Wildfire,0.8555201888084412
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\238.jpg,Cyclone,Cyclone,0.5173712372779846
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\239.jpg,Cyclone,Cyclone,0.8616952300071716
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\24.jpg,Cyclone,Cyclone,0.8818453550338745
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\240.jpg,Cyclone,Wildfire,0.5693715214729309
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\241.jpg,Cyclone,Cyclone,0.9910019040107727
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\242.jpg,Cyclone,Cyclone,0.8266078233718872
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\243.jpg,Cyclone,Cyclone,0.9491031169891357
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\244.jpg,Cyclone,Cyclone,0.6452924013137817
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\245.jpg,Cyclone,Wildfire,0.7733186483383179
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\246.jpg,Cyclone,Cyclone,0.9243196249008179
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\247.jpg,Cyclone,Cyclone,0.9280041456222534
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\248.jpg,Cyclone,Wildfire,0.599574089050293
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\249.jpg,Cyclone,Wildfire,0.6345971822738647
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\25.jpg,Cyclone,Cyclone,0.7172355651855469
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\250.jpg,Cyclone,Cyclone,0.7933427095413208
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\251.jpg,Cyclone,Wildfire,0.6054328680038452
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\252.jpg,Cyclone,Cyclone,0.9737915992736816
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\253.jpg,Cyclone,Wildfire,0.6196027398109436
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\254.jpg,Cyclone,Cyclone,0.6670053005218506
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\255.jpg,Cyclone,Wildfire,0.6500533819198608
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\256.jpg,Cyclone,Cyclone,0.9560765624046326
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\257.jpg,Cyclone,Wildfire,0.7469152808189392
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\258.jpg,Cyclone,Cyclone,0.8474405407905579
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\259.jpg,Cyclone,Cyclone,0.881130039691925
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\26.jpg,Cyclone,Cyclone,0.6083753705024719
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\260.jpg,Cyclone,Cyclone,0.7393801212310791
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\261.jpg,Cyclone,Wildfire,0.622432291507721
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\262.jpg,Cyclone,Cyclone,0.9487356543540955
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\263.jpg,Cyclone,Cyclone,0.759352445602417
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\264.jpg,Cyclone,Cyclone,0.9554455280303955
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\265.jpg,Cyclone,Cyclone,0.7932087779045105
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\266.jpg,Cyclone,Cyclone,0.8472126126289368
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\267.jpg,Cyclone,Wildfire,0.9787192940711975
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\268.jpg,Cyclone,Cyclone,0.995020866394043
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\269.jpg,Cyclone,Wildfire,0.8538902997970581
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\27.jpg,Cyclone,Cyclone,0.8141041398048401
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\270.jpg,Cyclone,Wildfire,0.9899812340736389
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\271.jpg,Cyclone,Cyclone,0.9611916542053223
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\272.jpg,Cyclone,Cyclone,0.9619472622871399
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\273.jpg,Cyclone,Cyclone,0.4187019467353821
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\274.jpg,Cyclone,Cyclone,0.615455150604248
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\275.jpg,Cyclone,Cyclone,0.9997273087501526
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\276.jpg,Cyclone,Cyclone,0.9975605010986328
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\277.jpg,Cyclone,Wildfire,0.7122003436088562
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\278.jpg,Cyclone,Cyclone,0.827749490737915
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\279.jpg,Cyclone,Cyclone,0.9990397095680237
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\28.jpg,Cyclone,Wildfire,0.5848630666732788
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\280.jpg,Cyclone,Cyclone,0.9940102100372314
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\281.jpg,Cyclone,Cyclone,0.8393424153327942
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\282.jpg,Cyclone,Cyclone,0.6866834163665771
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\283.jpg,Cyclone,Cyclone,0.9861624240875244
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\284.jpg,Cyclone,Earthquake,0.8558575510978699
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\285.jpg,Cyclone,Wildfire,0.8885528445243835
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\286.jpg,Cyclone,Wildfire,0.9057769775390625
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\287.jpg,Cyclone,Cyclone,0.9776981472969055
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\288.jpg,Cyclone,Cyclone,0.5886024832725525
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\289.jpg,Cyclone,Wildfire,0.571051836013794
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\29.jpg,Cyclone,Cyclone,0.9444833993911743
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\290.jpg,Cyclone,Wildfire,0.6204224824905396
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\291.jpg,Cyclone,Cyclone,0.5166492462158203
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\292.jpg,Cyclone,Earthquake,0.7223972678184509
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\293.jpg,Cyclone,Wildfire,0.9668704867362976
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\294.jpg,Cyclone,Cyclone,0.8637661933898926
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\295.jpg,Cyclone,Cyclone,0.9215635657310486
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\296.jpg,Cyclone,Cyclone,0.9735233187675476
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\297.jpg,Cyclone,Cyclone,0.6675499081611633
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\298.jpg,Cyclone,Cyclone,0.9070225358009338
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\299.jpg,Cyclone,Wildfire,0.6405947208404541
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\3.jpg,Cyclone,Wildfire,0.6992619633674622
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\30.jpg,Cyclone,Cyclone,0.7461763620376587
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\300.jpg,Cyclone,Cyclone,0.7766894698143005
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\301.jpg,Cyclone,Cyclone,0.6790300011634827
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\302.jpg,Cyclone,Wildfire,0.5336686372756958
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\303.jpg,Cyclone,Cyclone,0.9767789840698242
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\304.jpg,Cyclone,Cyclone,0.9974550604820251
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\305.jpg,Cyclone,Cyclone,0.9805590510368347
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\306.jpg,Cyclone,Wildfire,0.6684389710426331
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\307.jpg,Cyclone,Wildfire,0.6000687479972839
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\308.jpg,Cyclone,Cyclone,0.8232643008232117
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\309.jpg,Cyclone,Cyclone,0.6626903414726257
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\31.jpg,Cyclone,Wildfire,0.8150504231452942
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\310.jpg,Cyclone,Cyclone,0.8944886922836304
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\311.jpg,Cyclone,Earthquake,0.8892088532447815
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\312.jpg,Cyclone,Earthquake,0.895354151725769
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\313.jpg,Cyclone,Cyclone,0.6778435111045837
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\314.jpg,Cyclone,Wildfire,0.8577044010162354
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\315.jpg,Cyclone,Cyclone,0.5995554327964783
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\316.jpg,Cyclone,Cyclone,0.9273449778556824
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\317.jpg,Cyclone,Cyclone,0.5418568849563599
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\318.jpg,Cyclone,Wildfire,0.8599502444267273
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\319.jpg,Cyclone,Wildfire,0.511463463306427
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\32.jpg,Cyclone,Cyclone,0.7280653715133667
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\320.jpg,Cyclone,Wildfire,0.6261587142944336
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\321.jpg,Cyclone,Earthquake,0.5746011734008789
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\322.jpg,Cyclone,Wildfire,0.6222919821739197
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\323.jpg,Cyclone,Cyclone,0.9712619781494141
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\324.jpg,Cyclone,Cyclone,0.5240592956542969
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\325.jpg,Cyclone,Wildfire,0.7606551647186279
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\326.jpg,Cyclone,Wildfire,0.9983434677124023
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\327.jpg,Cyclone,Wildfire,0.6326361298561096
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\328.jpg,Cyclone,Wildfire,0.7565250992774963
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\329.jpg,Cyclone,Wildfire,0.743230938911438
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\33.jpg,Cyclone,Cyclone,0.8668712973594666
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\330.jpg,Cyclone,Cyclone,0.7891883254051208
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\331.jpg,Cyclone,Cyclone,0.6597428321838379
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\332.jpg,Cyclone,Cyclone,0.7449666261672974
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\333.jpg,Cyclone,Cyclone,0.9333258867263794
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\334.jpg,Cyclone,Cyclone,0.9121217131614685
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\335.jpg,Cyclone,Cyclone,0.5424305200576782
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\336.jpg,Cyclone,Cyclone,0.9935385584831238
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\337.jpg,Cyclone,Cyclone,0.971356213092804
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\338.jpg,Cyclone,Cyclone,0.9945400357246399
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\339.jpg,Cyclone,Wildfire,0.7553035616874695
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\34.jpg,Cyclone,Cyclone,0.6373277902603149
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\340.jpg,Cyclone,Cyclone,0.5584183931350708
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\341.jpg,Cyclone,Cyclone,0.9676227569580078
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\342.jpg,Cyclone,Cyclone,0.9786221385002136
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\343.jpg,Cyclone,Wildfire,0.9075127840042114
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\344.jpg,Cyclone,Cyclone,0.7383427023887634
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\345.jpg,Cyclone,Cyclone,0.7952422499656677
E:\CUG\Spatial_time_BigdataAnalysis\project\spatial_time_bigdata_analysis\data\Cyclone_Wildfire_Flood_Earthquake_Database\Cyclone\346.jpg,Cyclone,Cyclone,0.7523841261863708
